Time,"CH 1, Ãþ¤ñ¿é¤J"
sec,V
0,-0.215148926
0.0005,-0.148925781
0.001,-0.170288086
0.0015,-0.079650879
0.002,0.237121582
0.0025,-0.062255859
0.003,0.016784668
0.0035,0.148925781
0.004,-0.056152344
0.0045,0.154418945
0.005,-0.024108887
0.0055,-0.00793457
0.006,-0.035095215
0.0065,-0.097045898
0.007,-0.032043457
0.0075,-0.050964355
0.008,-0.024414063
0.0085,-0.204162598
0.009,-0.23651123
0.0095,-0.18951416
0.01,-0.238647461
0.0105,0.034179688
0.011,0.225524902
0.0115,-0.085754395
0.012,0.078735352
0.0125,0.112304688
0.013,-0.010681152
0.0135,0.21270752
0.014,-0.00213623
0.0145,0.047607422
0.015,-0.040893555
0.0155,0.128173828
0.016,0.010070801
0.0165,-0.05065918
0.017,-0.071411133
0.0175,-0.203552246
0.018,-0.061645508
0.0185,0.172424316
0.019,-0.086975098
0.0195,0.03692627
0.02,0.08605957
0.0205,0.030517578
0.021,0.147094727
0.0215,-0.070800781
0.022,-0.010375977
0.0225,-0.043029785
0.023,0.021057129
0.0235,-0.07598877
0.024,-0.111083984
0.0245,-0.007324219
0.025,-0.211791992
0.0255,-0.144042969
0.026,-0.116271973
0.0265,-0.221862793
0.027,0.095825195
0.0275,0.141601563
0.028,0.004272461
0.0285,0.157470703
0.029,0.006103516
0.0295,0.061645508
0.03,0.179138184
0.0305,0.001525879
0.031,-0.007019043
0.0315,-0.007019043
0.032,0.145568848
0.0325,0.027160645
0.033,0.149841309
0.0335,-0.115966797
0.034,-0.194091797
0.0345,-0.091552734
0.035,-0.129699707
0.0355,-0.177307129
0.036,0.120849609
0.0365,-0.006713867
0.037,-0.023803711
0.0375,0.109558105
0.038,-0.076599121
0.0385,0.049438477
0.039,-0.09552002
0.0395,0.010375977
0.04,-0.029296875
0.0405,-0.10345459
0.041,-0.002746582
0.0415,-0.043334961
0.042,-0.08026123
0.0425,-0.139770508
0.043,-0.13671875
0.0435,0.093994141
0.044,0.076293945
0.0445,-0.065612793
0.045,0.173950195
0.0455,-0.080871582
0.046,0.051269531
0.0465,0.070800781
0.047,-0.009765625
0.0475,-0.09185791
0.048,-0.054321289
0.0485,-0.0390625
0.049,-0.029602051
0.0495,0.146484375
0.05,-0.160827637
0.0505,-0.207214355
0.051,-0.025939941
0.0515,-0.14465332
0.052,-0.066223145
0.0525,0.138244629
0.053,-0.07019043
0.0535,0.012207031
0.054,0.108337402
0.0545,-0.042419434
0.055,0.053405762
0.0555,-0.080566406
0.056,0.049438477
0.0565,-0.037536621
0.057,-0.076904297
0.0575,0.058898926
0.058,-0.144958496
0.0585,-0.106201172
0.059,-0.175170898
0.0595,-0.206298828
0.06,-0.065307617
0.0605,-0.02746582
0.061,0.002746582
0.0615,0.08972168
0.062,-0.085754395
0.0625,0.029602051
0.063,0.069885254
0.0635,-0.032348633
0.064,-0.115966797
0.0645,-0.057373047
0.065,-0.060119629
0.0655,-0.011901855
0.066,0.045776367
0.0665,-0.019226074
0.067,-0.230712891
0.0675,0.03326416
0.068,-0.070800781
0.0685,0.020751953
0.069,0.081787109
0.0695,-0.096130371
0.07,-0.014038086
0.0705,0.09185791
0.071,-0.071411133
0.0715,0.069274902
0.072,-0.173339844
0.0725,0.005493164
0.073,-0.08605957
0.0735,0.022888184
0.074,0.013122559
0.0745,-0.118408203
0.075,-0.092468262
0.0755,-0.17791748
0.076,-0.014648438
0.0765,-0.099182129
0.077,-0.108947754
0.0775,0.012512207
0.078,0.154418945
0.0785,-0.096435547
0.079,0.079956055
0.0795,0.009765625
0.08,-0.017700195
0.0805,-0.119018555
0.081,0.0390625
0.0815,-0.040588379
0.082,-0.088806152
0.0825,0.05645752
0.083,-0.109863281
0.0835,-0.158691406
0.084,-0.077514648
0.0845,-0.114746094
0.085,0.008239746
0.0855,0.104675293
0.086,-0.178833008
0.0865,-0.003051758
0.087,0.010375977
0.0875,-0.055541992
0.088,0.093383789
0.0885,-0.157775879
0.089,0.006103516
0.0895,-0.074462891
0.09,-0.031433105
0.0905,0.029907227
0.091,-0.110168457
