Time,"CH 1, Ãþ¤ñ¿é¤J"
sec,V
0,1.188659668
0.0005,1.188354492
0.001,1.163024902
0.0015,1.16394043
0.002,1.148986816
0.0025,1.103515625
0.003,1.113586426
0.0035,1.100463867
0.004,1.097717285
0.0045,1.10534668
0.005,1.084289551
0.0055,1.081848145
0.006,1.064453125
0.0065,1.048583984
0.007,1.036376953
0.0075,1.026916504
0.008,1.028442383
0.0085,1.008605957
0.009,0.989379883
0.0095,0.985412598
0.01,0.976867676
0.0105,0.964050293
0.011,0.947875977
0.0115,0.949401855
0.012,0.948181152
0.0125,0.947875977
0.013,0.925598145
0.0135,0.914611816
0.014,0.8984375
0.0145,0.888977051
0.015,0.890197754
0.0155,0.904846191
0.016,0.881347656
0.0165,0.875854492
0.017,0.84777832
0.0175,0.837097168
0.018,0.84777832
0.0185,0.825805664
0.019,0.831298828
0.0195,0.83404541
0.02,0.823059082
0.0205,0.827941895
0.021,0.821838379
0.0215,0.811462402
0.022,0.814819336
0.0225,0.822143555
0.023,0.811462402
0.0235,0.810546875
0.024,0.796813965
0.0245,0.787658691
0.025,0.80657959
0.0255,0.819396973
0.026,0.840454102
0.0265,0.824279785
0.027,0.833740234
0.0275,0.844421387
0.028,0.841674805
0.0285,0.845031738
0.029,0.84564209
0.0295,0.854492188
0.03,0.856018066
0.0305,0.885620117
0.031,0.882873535
0.0315,0.900878906
0.032,0.919189453
0.0325,0.924987793
0.033,0.952148438
0.0335,0.947570801
0.034,0.96282959
0.0345,0.983886719
0.035,0.967102051
0.0355,0.994873047
0.036,1.006164551
0.0365,1.02722168
0.037,1.023254395
0.0375,1.045227051
0.038,1.068115234
0.0385,1.073913574
0.039,1.101074219
0.0395,1.106872559
0.04,1.122741699
0.0405,1.168212891
0.041,1.16394043
0.0415,1.178894043
0.042,1.19354248
0.0425,1.211547852
0.043,1.221313477
0.0435,1.246643066
0.044,1.250915527
0.0445,1.270141602
0.045,1.290588379
0.0455,1.288452148
0.046,1.326904297
0.0465,1.352844238
0.047,1.363220215
0.0475,1.374206543
0.048,1.385192871
0.0485,1.386413574
0.049,1.409301758
0.0495,1.408691406
0.05,1.433410645
0.0505,1.442565918
0.051,1.462097168
0.0515,1.499633789
0.052,1.522521973
0.0525,1.511535645
0.053,1.536254883
0.0535,1.541137695
0.054,1.546020508
0.0545,1.56036377
0.055,1.566162109
0.0555,1.561279297
0.056,1.582336426
0.0565,1.592407227
0.057,1.60736084
0.0575,1.620178223
0.058,1.622924805
0.0585,1.618041992
0.059,1.610717773
0.0595,1.62322998
0.06,1.640319824
0.0605,1.653137207
0.061,1.647644043
0.0615,1.642456055
0.062,1.650085449
0.0625,1.647644043
0.063,1.654663086
0.0635,1.658630371
0.064,1.671142578
0.0645,1.681213379
0.065,1.695251465
0.0655,1.71661377
0.066,1.704101563
0.0665,1.705322266
0.067,1.723327637
0.0675,1.730957031
0.068,1.733093262
0.0685,1.726989746
0.069,1.753845215
0.0695,1.742248535
0.07,1.755981445
0.0705,1.751403809
0.071,1.757202148
0.0715,1.772460938
0.072,1.788024902
0.0725,1.799926758
0.073,1.800231934
0.0735,1.797485352
0.074,1.795043945
0.0745,1.791992188
0.075,1.804199219
0.0755,1.829833984
0.076,1.838989258
0.0765,1.831665039
0.077,1.830444336
0.0775,1.846923828
0.078,1.836547852
0.0785,1.848144531
0.079,1.836547852
0.0795,1.833190918
0.08,1.827392578
0.0805,1.829833984
0.081,1.829528809
0.0815,1.84173584
0.082,1.842041016
0.0825,1.844787598
0.083,1.823730469
0.0835,1.84967041
0.084,1.824951172
0.0845,1.801147461
0.085,1.795349121
0.0855,1.798400879
0.086,1.798095703
0.0865,1.778869629
0.087,1.75994873
0.0875,1.765136719
0.088,1.745300293
0.0885,1.755065918
0.089,1.740722656
0.0895,1.717834473
0.09,1.715393066
0.0905,1.72454834
0.091,1.70135498
0.0915,1.687316895
0.092,1.690063477
0.0925,1.669311523
0.093,1.639099121
0.0935,1.643066406
0.094,1.61895752
0.0945,1.638793945
0.095,1.600341797
0.0955,1.595153809
0.096,1.589355469
0.0965,1.57989502
0.097,1.575012207
0.0975,1.559753418
0.098,1.55090332
0.0985,1.530761719
0.099,1.513671875
0.0995,1.504516602
0.1,1.498718262
0.1005,1.494750977
0.101,1.480407715
0.1015,1.458129883
0.102,1.45904541
0.1025,1.45324707
0.103,1.443481445
0.1035,1.424255371
0.104,1.420898438
0.1045,1.401672363
0.105,1.369934082
0.1055,1.35345459
0.106,1.343688965
0.1065,1.324157715
0.107,1.34552002
0.1075,1.321105957
0.108,1.329956055
0.1085,1.304016113
0.109,1.27532959
0.1095,1.268310547
0.11,1.262817383
0.1105,1.245422363
0.111,1.222229004
0.1115,1.221313477
0.112,1.191711426
0.1125,1.192321777
0.113,1.186218262
0.1135,1.154785156
0.114,1.149291992
0.1145,1.136474609
0.115,1.124572754
0.1155,1.123046875
0.116,1.09161377
0.1165,1.078186035
0.117,1.074829102
0.1175,1.058349609
0.118,1.065979004
0.1185,1.038818359
0.119,1.026306152
0.1195,1.031188965
0.12,1.032104492
0.1205,1.016540527
0.121,1.002807617
0.1215,0.992431641
0.122,0.970153809
0.1225,0.977172852
0.123,0.983276367
0.1235,0.95703125
0.124,0.928955078
0.1245,0.936279297
0.125,0.939025879
0.1255,0.942077637
0.126,0.942993164
0.1265,0.945739746
0.127,0.914306641
0.1275,0.923461914
0.128,0.919494629
0.1285,0.919494629
0.129,0.920410156
0.1295,0.908813477
0.13,0.895996094
0.1305,0.885314941
0.131,0.892333984
0.1315,0.903015137
0.132,0.911865234
0.1325,0.909729004
0.133,0.910339355
0.1335,0.914611816
0.134,0.888671875
0.1345,0.896911621
0.135,0.887145996
0.1355,0.885620117
0.136,0.891418457
0.1365,0.873718262
0.137,0.890808105
0.1375,0.87310791
0.138,0.87310791
0.1385,0.880126953
0.139,0.883789063
0.1395,0.881958008
0.14,0.883789063
0.1405,0.890197754
0.141,0.871276855
0.1415,0.917358398
0.142,0.895080566
0.1425,0.894165039
0.143,0.886535645
0.1435,0.909423828
0.144,0.907897949
0.1445,0.904846191
0.145,0.906677246
0.1455,0.924682617
0.146,0.939941406
0.1465,0.945129395
0.147,0.954589844
0.1475,0.953063965
0.148,0.955200195
0.1485,0.957336426
0.149,0.955810547
0.1495,0.9765625
0.15,0.984191895
0.1505,0.991516113
0.151,0.98815918
0.1515,1.006469727
0.152,1.018066406
0.1525,1.006469727
0.153,1.018371582
0.1535,1.034240723
0.154,1.037597656
0.1545,1.049499512
0.155,1.045837402
0.1555,1.051635742
0.156,1.06262207
0.1565,1.069946289
0.157,1.084289551
0.1575,1.08795166
0.158,1.099243164
0.1585,1.09588623
0.159,1.087646484
0.1595,1.097412109
0.16,1.102905273
0.1605,1.105957031
0.161,1.083679199
0.1615,1.100158691
0.162,1.104125977
0.1625,1.114501953
0.163,1.116333008
0.1635,1.118774414
0.164,1.123962402
0.1645,1.128845215
0.165,1.140136719
0.1655,1.129455566
0.166,1.134033203
0.1665,1.145324707
0.167,1.147460938
0.1675,1.153564453
0.168,1.159057617
0.1685,1.157836914
0.169,1.156921387
0.1695,1.164550781
0.17,1.171264648
0.1705,1.170043945
0.171,1.170959473
0.1715,1.184387207
0.172,1.181335449
0.1725,1.19354248
0.173,1.199645996
0.1735,1.202392578
0.174,1.202087402
0.1745,1.201782227
0.175,1.229553223
0.1755,1.226501465
0.176,1.253356934
0.1765,1.246032715
0.177,1.250915527
0.1775,1.275024414
0.178,1.278076172
0.1785,1.288452148
0.179,1.296691895
0.1795,1.289367676
0.18,1.299743652
0.1805,1.31439209
0.181,1.328125
0.1815,1.332092285
0.182,1.354675293
0.1825,1.382446289
0.183,1.390991211
0.1835,1.406860352
0.184,1.424560547
0.1845,1.459655762
0.185,1.448364258
0.1855,1.46697998
0.186,1.495056152
0.1865,1.473693848
0.187,1.501464844
0.1875,1.512145996
0.188,1.546020508
0.1885,1.565551758
0.189,1.583557129
0.1895,1.600952148
0.19,1.606750488
0.1905,1.629943848
0.191,1.631469727
0.1915,1.636962891
0.192,1.685180664
0.1925,1.702270508
0.193,1.718444824
0.1935,1.732177734
0.194,1.761474609
0.1945,1.779785156
0.195,1.778869629
0.1955,1.803283691
0.196,1.838378906
0.1965,1.856384277
0.197,1.872253418
0.1975,1.876831055
0.198,1.882629395
0.1985,1.902770996
0.199,1.91619873
0.1995,1.951599121
0.2,1.966552734
0.2005,1.977233887
0.201,1.994934082
0.2015,2.019958496
0.202,2.03704834
0.2025,2.03704834
0.203,2.066345215
0.2035,2.059631348
0.204,2.09197998
0.2045,2.095031738
0.205,2.094116211
0.2055,2.104797363
