Time,"CH 1, Ãþ¤ñ¿é¤J"
sec,V
0,-0.686340332
0.0005,-0.640258789
0.001,-0.487670898
0.0015,-0.721130371
0.002,-0.663452148
0.0025,-0.529174805
0.003,-0.637817383
0.0035,-0.739135742
0.004,-0.483093262
0.0045,-0.450439453
0.005,-0.690307617
0.0055,0.045166016
0.006,-0.43548584
0.0065,-0.381469727
0.007,-0.686645508
0.0075,-0.551147461
0.008,-0.324707031
0.0085,-0.257873535
0.009,-0.595092773
0.0095,-0.513916016
0.01,-0.295715332
0.0105,-0.403442383
0.011,-0.606689453
0.0115,-0.221557617
0.012,-0.314025879
0.0125,-0.735473633
0.013,-0.49987793
0.0135,-0.405273438
0.014,-0.423278809
0.0145,-0.686950684
0.015,-0.571899414
0.0155,-0.33782959
0.016,-0.279541016
0.0165,-0.630493164
0.017,-0.48034668
0.0175,-0.262145996
0.018,-0.369262695
0.0185,-0.55847168
0.019,-0.403747559
0.0195,-0.372009277
0.02,-0.481872559
0.0205,-0.256958008
0.021,-0.447692871
0.0215,-0.172424316
0.022,-0.37689209
0.0225,-0.37109375
0.023,-0.698547363
0.0235,-0.438537598
0.024,-0.077514648
0.0245,-0.085754395
0.025,0.013122559
0.0255,-0.093994141
0.026,-0.162963867
0.0265,-0.191345215
0.027,0.117492676
0.0275,-0.222167969
0.028,0.125732422
0.0285,-0.251159668
0.029,0.011901855
0.0295,-0.291442871
0.03,-0.024719238
0.0305,-0.116577148
0.031,-0.179138184
0.0315,0.230712891
0.032,0.35736084
0.0325,0.265808105
0.033,0.182495117
0.0335,0.091247559
0.034,0.061340332
0.0345,0.328979492
0.035,0.106506348
0.0355,0.114746094
0.036,0.297241211
0.0365,0.202941895
0.037,0.263671875
0.0375,0.366821289
0.038,0.074462891
0.0385,0.173950195
0.039,-0.082702637
0.0395,0.140686035
0.04,0.450134277
0.0405,0.08972168
0.041,0.07019043
0.0415,0.195617676
0.042,0.34942627
0.0425,-0.012817383
0.043,0.15625
0.0435,0.220336914
0.044,0.421447754
0.0445,0.205383301
0.045,0.480957031
0.0455,0.275268555
0.046,0.359191895
0.0465,0.162658691
0.047,0.195617676
0.0475,0.438232422
0.048,0.38482666
0.0485,0.644836426
0.049,0.381164551
0.0495,0.469665527
0.05,0.219421387
0.0505,0.378417969
0.051,0.441589355
0.0515,0.536193848
0.052,0.318603516
0.0525,0.356750488
0.053,0.745239258
0.0535,0.221557617
0.054,0.118408203
0.0545,0.471801758
0.055,0.515136719
0.0555,0.696716309
0.056,1.039123535
0.0565,0.42755127
0.057,0.497131348
0.0575,0.262451172
0.058,0.332946777
0.0585,0.488891602
0.059,0.596923828
0.0595,0.308837891
0.06,0.382080078
0.0605,0.519104004
0.061,0.52154541
0.0615,0.317382813
0.062,0.595703125
0.0625,0.351867676
0.063,0.609130859
0.0635,0.579833984
0.064,0.676574707
0.0645,0.482788086
0.065,0.252990723
0.0655,0.839538574
0.066,0.734558105
0.0665,0.682678223
0.067,0.383300781
0.0675,0.551147461
0.068,0.662536621
0.0685,0.696716309
0.069,0.536804199
0.0695,0.431213379
0.07,0.675964355
0.0705,0.417175293
0.071,0.594482422
0.0715,0.823364258
0.072,0.993347168
0.0725,0.856628418
0.073,0.732421875
0.0735,0.648498535
0.074,0.880737305
0.0745,0.639648438
0.075,0.72845459
0.0755,1.004638672
0.076,0.953674316
0.0765,0.7421875
0.077,0.827941895
0.0775,1.002502441
0.078,0.560302734
0.0785,1.192932129
0.079,1.047058105
0.0795,0.877380371
0.08,0.788879395
0.0805,0.577697754
0.081,0.729980469
0.0815,0.76171875
0.082,0.859375
0.0825,0.871582031
0.083,1.114196777
0.0835,0.831604004
0.084,0.733032227
0.0845,0.803527832
0.085,0.992431641
0.0855,0.679931641
0.086,0.94329834
0.0865,0.754394531
0.087,0.929260254
0.0875,0.823364258
