Time,"CH 1, Ãþ¤ñ¿é¤J"
sec,V
0,0.015258789
0.0005,-0.164489746
0.001,-0.179138184
0.0015,0.044250488
0.002,-0.181884766
0.0025,-0.035400391
0.003,-0.252990723
0.0035,0.049438477
0.004,-0.292053223
0.0045,0.087890625
0.005,-0.099487305
0.0055,-0.059509277
0.006,-0.325927734
0.0065,-0.209655762
0.007,-0.007019043
0.0075,-0.031738281
0.008,-0.069580078
0.0085,-0.13885498
0.009,-0.035095215
0.0095,0.028076172
0.01,0.06439209
0.0105,-0.525817871
0.011,-0.133972168
0.0115,-0.273742676
0.012,-0.003356934
0.0125,-0.091247559
0.013,-0.450134277
0.0135,-0.228881836
0.014,-0.229492188
0.0145,-0.041503906
0.015,0.089416504
0.0155,-0.230407715
0.016,-0.281982422
0.0165,0.027770996
0.017,-0.034484863
0.0175,0.071105957
0.018,-0.140991211
0.0185,-0.321655273
0.019,-0.058288574
0.0195,-0.40222168
0.02,-0.082702637
0.0205,-0.014648438
0.021,-0.180053711
0.0215,-0.038757324
0.022,0.083618164
0.0225,-0.216369629
0.023,-0.246887207
0.0235,0.087890625
0.024,-0.184936523
0.0245,0.0390625
0.025,-0.401306152
0.0255,-0.100402832
0.026,-0.054626465
0.0265,-0.028381348
0.027,-0.218505859
0.0275,-0.082702637
0.028,0.250244141
0.0285,0.024108887
0.029,0.221557617
0.0295,-0.177612305
0.03,-0.279846191
0.0305,-0.252380371
0.031,-0.07232666
0.0315,0.140686035
0.032,-0.210876465
0.0325,-0.229797363
0.033,-0.268859863
0.0335,0.218505859
0.034,-0.234069824
0.0345,-0.364379883
0.035,-0.168457031
0.0355,0.003356934
0.036,0.099487305
0.0365,0.153198242
0.037,-0.043640137
0.0375,0.007324219
0.038,-0.103759766
0.0385,-0.09185791
0.039,-0.004272461
0.0395,-0.217590332
0.04,-0.156555176
0.0405,-0.155029297
0.041,0.055236816
0.0415,-0.166625977
0.042,-0.340881348
0.0425,0.031433105
0.043,-0.239868164
0.0435,-0.068359375
0.044,-0.164489746
0.0445,0.277709961
0.045,0.109863281
0.0455,-0.352783203
0.046,-0.090332031
0.0465,-0.222473145
0.047,-0.197143555
0.0475,-0.092773438
0.048,0.584716797
0.0485,0.248413086
0.049,0.055236816
0.0495,0.149536133
0.05,0.21697998
0.0505,0.489501953
0.051,0.276184082
0.0515,0.144348145
0.052,0.501098633
0.0525,0.834350586
0.053,1.240234375
0.0535,0.954284668
0.054,1.113586426
0.0545,1.202392578
0.055,1.362609863
0.0555,1.582946777
0.056,1.693115234
