Time,"CH 1, Ãþ¤ñ¿é¤J"
sec,V
0,0.944824219
0.0005,0.925292969
0.001,0.921020508
0.0015,0.908813477
0.002,0.903625488
0.0025,0.889587402
0.003,0.881958008
0.0035,0.858459473
0.004,0.838012695
0.0045,0.835266113
0.005,0.818481445
0.0055,0.80291748
0.006,0.789489746
0.0065,0.798034668
0.007,0.807800293
0.0075,0.803527832
0.008,0.797729492
0.0085,0.773925781
0.009,0.754394531
0.0095,0.750427246
0.01,0.760803223
0.0105,0.776367188
0.011,0.745849609
0.0115,0.730285645
0.012,0.742492676
0.0125,0.756225586
0.013,0.741577148
0.0135,0.715026855
0.014,0.718688965
0.0145,0.726928711
0.015,0.747680664
0.0155,0.756835938
0.016,0.759277344
0.0165,0.777282715
0.017,0.781555176
0.0175,0.77545166
0.018,0.727539063
0.0185,0.694580078
0.019,0.687561035
0.0195,0.698242188
0.02,0.723266602
0.0205,0.77911377
0.021,0.799865723
0.0215,0.816955566
0.022,0.83404541
0.0225,0.813293457
0.023,0.817565918
0.0235,0.776672363
0.024,0.754699707
0.0245,0.754089355
0.025,0.748901367
0.0255,0.768737793
0.026,0.788879395
0.0265,0.822753906
0.027,0.852661133
0.0275,0.879211426
0.028,0.863952637
0.0285,0.855407715
0.029,0.803527832
0.0295,0.772094727
0.03,0.783691406
0.0305,0.82611084
0.031,0.874633789
0.0315,0.895690918
0.032,0.889282227
0.0325,0.886535645
0.033,0.889587402
0.0335,0.888671875
0.034,0.867614746
0.0345,0.803833008
0.035,0.787658691
0.0355,0.815429688
0.036,0.885314941
0.0365,0.926818848
0.037,0.902099609
0.0375,0.893554688
0.038,0.888061523
0.0385,0.903625488
0.039,0.926208496
0.0395,0.88470459
0.04,0.827026367
0.0405,0.816955566
0.041,0.867004395
0.0415,0.89050293
0.042,0.909423828
0.0425,0.917358398
0.043,0.932006836
0.0435,0.948486328
0.044,0.949401855
0.0445,0.931396484
0.045,0.908813477
0.0455,0.871887207
0.046,0.848083496
0.0465,0.856018066
0.047,0.889587402
0.0475,0.923461914
0.048,0.95703125
0.0485,0.981445313
0.049,0.981750488
0.0495,0.95489502
0.05,0.934143066
0.0505,0.92376709
0.051,0.917053223
0.0515,0.893859863
0.052,0.897216797
0.0525,0.895080566
0.053,0.884399414
0.0535,0.907592773
0.054,0.936584473
0.0545,0.975952148
0.055,1.005554199
0.0555,1.004333496
0.056,0.95703125
0.0565,0.895385742
0.057,0.880432129
0.0575,0.892333984
0.058,0.905761719
0.0585,0.911254883
0.059,0.932617188
0.0595,0.976867676
0.06,1.039123535
0.0605,1.054992676
0.061,0.992736816
0.0615,0.945739746
0.062,0.932922363
0.0625,0.947570801
0.063,0.956726074
